date,Experimental Plot,Sensor,Variable,Value,Unit,Sensor Depth
2019-05-24,E1,Second Sensor,Soil Volumetric Water Content,29.27331086,%,7.5 cm
2019-05-25,E1,Second Sensor,Soil Volumetric Water Content,25.03358954,%,7.5 cm
2019-05-26,E1,Second Sensor,Soil Volumetric Water Content,26.20531249,%,7.5 cm
2019-05-27,E1,Second Sensor,Soil Volumetric Water Content,22.93341025,%,7.5 cm
2019-05-28,E1,Second Sensor,Soil Volumetric Water Content,21.29051904,%,7.5 cm
2019-05-29,E1,Second Sensor,Soil Volumetric Water Content,21.1123012,%,7.5 cm
2019-05-30,E1,Second Sensor,Soil Volumetric Water Content,19.83271382,%,7.5 cm
2019-05-31,E1,Second Sensor,Soil Volumetric Water Content,21.93508493,%,7.5 cm
2019-06-01,E1,Second Sensor,Soil Volumetric Water Content,19.77426341,%,7.5 cm
2019-06-02,E1,Second Sensor,Soil Volumetric Water Content,24.18747104,%,7.5 cm
2019-06-03,E1,Second Sensor,Soil Volumetric Water Content,27.75622551,%,7.5 cm
2019-06-04,E1,Second Sensor,Soil Volumetric Water Content,24.12141778,%,7.5 cm
2019-06-05,E1,Second Sensor,Soil Volumetric Water Content,21.14090027,%,7.5 cm
2019-06-06,E1,Second Sensor,Soil Volumetric Water Content,19.10312611,%,7.5 cm
2019-06-07,E1,Second Sensor,Soil Volumetric Water Content,17.72225911,%,7.5 cm
2019-06-08,E1,Second Sensor,Soil Volumetric Water Content,17.13349297,%,7.5 cm
2019-06-09,E1,Second Sensor,Soil Volumetric Water Content,16.75362014,%,7.5 cm
2019-06-10,E1,Second Sensor,Soil Volumetric Water Content,16.40173091,%,7.5 cm
2019-06-11,E1,Second Sensor,Soil Volumetric Water Content,25.34413497,%,7.5 cm
2019-06-12,E1,Second Sensor,Soil Volumetric Water Content,24.36920946,%,7.5 cm
2019-06-13,E1,Second Sensor,Soil Volumetric Water Content,20.97689998,%,7.5 cm
2019-06-14,E1,Second Sensor,Soil Volumetric Water Content,20.49733049,%,7.5 cm
2019-06-15,E1,Second Sensor,Soil Volumetric Water Content,20.98139428,%,7.5 cm
2019-06-16,E1,Second Sensor,Soil Volumetric Water Content,28.21751115,%,7.5 cm
2019-06-17,E1,Second Sensor,Soil Volumetric Water Content,23.29696564,%,7.5 cm
2019-06-18,E1,Second Sensor,Soil Volumetric Water Content,20.01431266,%,7.5 cm
2019-06-19,E1,Second Sensor,Soil Volumetric Water Content,18.83797301,%,7.5 cm
2019-06-20,E1,Second Sensor,Soil Volumetric Water Content,28.78768556,%,7.5 cm
2019-06-21,E1,Second Sensor,Soil Volumetric Water Content,25.98521716,%,7.5 cm
2019-06-22,E1,Second Sensor,Soil Volumetric Water Content,21.67316176,%,7.5 cm
2019-06-23,E1,Second Sensor,Soil Volumetric Water Content,18.93173245,%,7.5 cm
2019-06-24,E1,Second Sensor,Soil Volumetric Water Content,17.54109084,%,7.5 cm
2019-06-25,E1,Second Sensor,Soil Volumetric Water Content,20.6557927,%,7.5 cm
2019-06-26,E1,Second Sensor,Soil Volumetric Water Content,24.86837876,%,7.5 cm
2019-06-27,E1,Second Sensor,Soil Volumetric Water Content,22.91140422,%,7.5 cm
2019-06-28,E1,Second Sensor,Soil Volumetric Water Content,20.58651023,%,7.5 cm
2019-06-29,E1,Second Sensor,Soil Volumetric Water Content,23.56309764,%,7.5 cm
2019-06-30,E1,Second Sensor,Soil Volumetric Water Content,26.20636947,%,7.5 cm
2019-07-01,E1,Second Sensor,Soil Volumetric Water Content,22.31363331,%,7.5 cm
2019-07-02,E1,Second Sensor,Soil Volumetric Water Content,19.23920775,%,7.5 cm
2019-07-03,E1,Second Sensor,Soil Volumetric Water Content,17.58263964,%,7.5 cm
2019-07-04,E1,Second Sensor,Soil Volumetric Water Content,16.55986882,%,7.5 cm
2019-07-05,E1,Second Sensor,Soil Volumetric Water Content,15.79808567,%,7.5 cm
2019-07-06,E1,Second Sensor,Soil Volumetric Water Content,21.56861554,%,7.5 cm
2019-07-07,E1,Second Sensor,Soil Volumetric Water Content,24.00574798,%,7.5 cm
2019-07-08,E1,Second Sensor,Soil Volumetric Water Content,19.9759262,%,7.5 cm
2019-07-09,E1,Second Sensor,Soil Volumetric Water Content,17.78314095,%,7.5 cm
2019-07-10,E1,Second Sensor,Soil Volumetric Water Content,16.66560502,%,7.5 cm
2019-07-11,E1,Second Sensor,Soil Volumetric Water Content,16.85970285,%,7.5 cm
2019-07-12,E1,Second Sensor,Soil Volumetric Water Content,24.06987508,%,7.5 cm
2019-07-13,E1,Second Sensor,Soil Volumetric Water Content,20.57462779,%,7.5 cm
2019-07-14,E1,Second Sensor,Soil Volumetric Water Content,19.69291955,%,7.5 cm
2019-07-15,E1,Second Sensor,Soil Volumetric Water Content,18.06072742,%,7.5 cm
2019-07-16,E1,Second Sensor,Soil Volumetric Water Content,16.52849716,%,7.5 cm
2019-07-17,E1,Second Sensor,Soil Volumetric Water Content,16.52250332,%,7.5 cm
2019-07-18,E1,Second Sensor,Soil Volumetric Water Content,17.72441705,%,7.5 cm
2019-07-19,E1,Second Sensor,Soil Volumetric Water Content,19.65465249,%,7.5 cm
2019-07-20,E1,Second Sensor,Soil Volumetric Water Content,19.67484399,%,7.5 cm
2019-07-21,E1,Second Sensor,Soil Volumetric Water Content,18.03591844,%,7.5 cm
2019-07-22,E1,Second Sensor,Soil Volumetric Water Content,17.43157852,%,7.5 cm
2019-07-23,E1,Second Sensor,Soil Volumetric Water Content,16.50007363,%,7.5 cm
2019-07-24,E1,Second Sensor,Soil Volumetric Water Content,15.56519497,%,7.5 cm
2019-07-25,E1,Second Sensor,Soil Volumetric Water Content,14.89834259,%,7.5 cm
2019-07-26,E1,Second Sensor,Soil Volumetric Water Content,14.02875641,%,7.5 cm
2019-07-27,E1,Second Sensor,Soil Volumetric Water Content,12.86306879,%,7.5 cm
2019-07-28,E1,Second Sensor,Soil Volumetric Water Content,11.81015734,%,7.5 cm
2019-07-29,E1,Second Sensor,Soil Volumetric Water Content,11.22587284,%,7.5 cm
2019-07-30,E1,Second Sensor,Soil Volumetric Water Content,10.50228557,%,7.5 cm
2019-07-31,E1,Second Sensor,Soil Volumetric Water Content,9.913078974,%,7.5 cm
2019-08-01,E1,Second Sensor,Soil Volumetric Water Content,9.527100504,%,7.5 cm
2019-08-02,E1,Second Sensor,Soil Volumetric Water Content,8.92367779,%,7.5 cm
2019-08-03,E1,Second Sensor,Soil Volumetric Water Content,8.348812159,%,7.5 cm
2019-08-04,E1,Second Sensor,Soil Volumetric Water Content,8.769880581,%,7.5 cm
2019-08-05,E1,Second Sensor,Soil Volumetric Water Content,9.512655825,%,7.5 cm
2019-08-06,E1,Second Sensor,Soil Volumetric Water Content,9.449808032,%,7.5 cm
2019-08-07,E1,Second Sensor,Soil Volumetric Water Content,9.168481159,%,7.5 cm
2019-08-08,E1,Second Sensor,Soil Volumetric Water Content,19.79553141,%,7.5 cm
2019-08-09,E1,Second Sensor,Soil Volumetric Water Content,22.27102423,%,7.5 cm
2019-08-10,E1,Second Sensor,Soil Volumetric Water Content,21.68649233,%,7.5 cm
2019-08-11,E1,Second Sensor,Soil Volumetric Water Content,20.55832242,%,7.5 cm
2019-08-12,E1,Second Sensor,Soil Volumetric Water Content,19.25448456,%,7.5 cm
2019-08-13,E1,Second Sensor,Soil Volumetric Water Content,18.49473555,%,7.5 cm
2019-08-14,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2019-08-15,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2019-08-16,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2019-08-17,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2019-08-18,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2019-08-19,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2019-08-20,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2019-08-21,E1,Second Sensor,Soil Volumetric Water Content,21.5100416,%,7.5 cm
2019-08-22,E1,Second Sensor,Soil Volumetric Water Content,25.33741303,%,7.5 cm
2019-08-23,E1,Second Sensor,Soil Volumetric Water Content,24.25386607,%,7.5 cm
2019-08-24,E1,Second Sensor,Soil Volumetric Water Content,21.43168357,%,7.5 cm
2019-08-25,E1,Second Sensor,Soil Volumetric Water Content,19.50366167,%,7.5 cm
2019-08-26,E1,Second Sensor,Soil Volumetric Water Content,17.92513982,%,7.5 cm
2019-08-27,E1,Second Sensor,Soil Volumetric Water Content,16.80142799,%,7.5 cm
2019-08-28,E1,Second Sensor,Soil Volumetric Water Content,16.07890728,%,7.5 cm
2019-08-29,E1,Second Sensor,Soil Volumetric Water Content,20.24504618,%,7.5 cm
2019-08-30,E1,Second Sensor,Soil Volumetric Water Content,20.79133226,%,7.5 cm
2019-08-31,E1,Second Sensor,Soil Volumetric Water Content,20.39984998,%,7.5 cm
2019-09-01,E1,Second Sensor,Soil Volumetric Water Content,18.6075962,%,7.5 cm
2019-09-02,E1,Second Sensor,Soil Volumetric Water Content,26.08477906,%,7.5 cm
2019-09-03,E1,Second Sensor,Soil Volumetric Water Content,25.04852022,%,7.5 cm
2019-09-04,E1,Second Sensor,Soil Volumetric Water Content,26.32624078,%,7.5 cm
2019-09-05,E1,Second Sensor,Soil Volumetric Water Content,24.58836323,%,7.5 cm
2019-09-06,E1,Second Sensor,Soil Volumetric Water Content,21.7661345,%,7.5 cm
2019-09-07,E1,Second Sensor,Soil Volumetric Water Content,20.2100227,%,7.5 cm
2019-09-08,E1,Second Sensor,Soil Volumetric Water Content,20.08217395,%,7.5 cm
2019-09-09,E1,Second Sensor,Soil Volumetric Water Content,19.12118887,%,7.5 cm
2019-09-10,E1,Second Sensor,Soil Volumetric Water Content,18.21755487,%,7.5 cm
2019-09-11,E1,Second Sensor,Soil Volumetric Water Content,19.66896919,%,7.5 cm
2019-09-12,E1,Second Sensor,Soil Volumetric Water Content,20.4957872,%,7.5 cm
2019-09-13,E1,Second Sensor,Soil Volumetric Water Content,18.88055136,%,7.5 cm
2019-09-14,E1,Second Sensor,Soil Volumetric Water Content,18.20881239,%,7.5 cm
2019-09-15,E1,Second Sensor,Soil Volumetric Water Content,18.17112151,%,7.5 cm
2019-09-16,E1,Second Sensor,Soil Volumetric Water Content,17.55572865,%,7.5 cm
2019-09-17,E1,Second Sensor,Soil Volumetric Water Content,16.88660157,%,7.5 cm
2019-09-18,E1,Second Sensor,Soil Volumetric Water Content,16.44661436,%,7.5 cm
2019-09-19,E1,Second Sensor,Soil Volumetric Water Content,15.9957808,%,7.5 cm
2019-09-20,E1,Second Sensor,Soil Volumetric Water Content,15.70780977,%,7.5 cm
2019-09-21,E1,Second Sensor,Soil Volumetric Water Content,15.4703066,%,7.5 cm
2019-09-22,E1,Second Sensor,Soil Volumetric Water Content,15.19854355,%,7.5 cm
2019-09-23,E1,Second Sensor,Soil Volumetric Water Content,16.6624234,%,7.5 cm
2019-09-24,E1,Second Sensor,Soil Volumetric Water Content,20.32166212,%,7.5 cm
2019-09-25,E1,Second Sensor,Soil Volumetric Water Content,19.25939124,%,7.5 cm
2019-09-26,E1,Second Sensor,Soil Volumetric Water Content,22.75690113,%,7.5 cm
2019-09-27,E1,Second Sensor,Soil Volumetric Water Content,25.99795365,%,7.5 cm
2019-09-28,E1,Second Sensor,Soil Volumetric Water Content,25.4351496,%,7.5 cm
2019-09-29,E1,Second Sensor,Soil Volumetric Water Content,25.36853172,%,7.5 cm
2019-09-30,E1,Second Sensor,Soil Volumetric Water Content,23.03039037,%,7.5 cm
2019-10-01,E1,Second Sensor,Soil Volumetric Water Content,24.89637344,%,7.5 cm
2019-10-02,E1,Second Sensor,Soil Volumetric Water Content,26.436308,%,7.5 cm
2019-10-03,E1,Second Sensor,Soil Volumetric Water Content,24.18633487,%,7.5 cm
2019-10-04,E1,Second Sensor,Soil Volumetric Water Content,25.18593082,%,7.5 cm
2019-10-05,E1,Second Sensor,Soil Volumetric Water Content,23.91841421,%,7.5 cm
2019-10-06,E1,Second Sensor,Soil Volumetric Water Content,22.59449389,%,7.5 cm
2019-10-07,E1,Second Sensor,Soil Volumetric Water Content,26.2800034,%,7.5 cm
2019-10-08,E1,Second Sensor,Soil Volumetric Water Content,26.17473304,%,7.5 cm
2019-10-09,E1,Second Sensor,Soil Volumetric Water Content,23.90782798,%,7.5 cm
2019-10-10,E1,Second Sensor,Soil Volumetric Water Content,22.34650496,%,7.5 cm
2019-10-11,E1,Second Sensor,Soil Volumetric Water Content,21.15218807,%,7.5 cm
2019-10-12,E1,Second Sensor,Soil Volumetric Water Content,20.07233468,%,7.5 cm
2019-10-13,E1,Second Sensor,Soil Volumetric Water Content,19.37051393,%,7.5 cm
2019-10-14,E1,Second Sensor,Soil Volumetric Water Content,18.54150816,%,7.5 cm
2019-10-15,E1,Second Sensor,Soil Volumetric Water Content,18.25184844,%,7.5 cm
2019-10-16,E1,Second Sensor,Soil Volumetric Water Content,17.70767095,%,7.5 cm
2019-10-17,E1,Second Sensor,Soil Volumetric Water Content,27.82065668,%,7.5 cm
2019-10-18,E1,Second Sensor,Soil Volumetric Water Content,28.36472787,%,7.5 cm
2019-10-19,E1,Second Sensor,Soil Volumetric Water Content,25.40806728,%,7.5 cm
2019-10-20,E1,Second Sensor,Soil Volumetric Water Content,23.53885256,%,7.5 cm
2019-10-21,E1,Second Sensor,Soil Volumetric Water Content,22.44404737,%,7.5 cm
2019-10-22,E1,Second Sensor,Soil Volumetric Water Content,21.44963431,%,7.5 cm
2019-10-23,E1,Second Sensor,Soil Volumetric Water Content,26.81054864,%,7.5 cm
2019-10-24,E1,Second Sensor,Soil Volumetric Water Content,25.08703779,%,7.5 cm
2019-10-25,E1,Second Sensor,Soil Volumetric Water Content,23.27721729,%,7.5 cm
2019-10-26,E1,Second Sensor,Soil Volumetric Water Content,22.15182721,%,7.5 cm
2019-10-27,E1,Second Sensor,Soil Volumetric Water Content,25.75375214,%,7.5 cm
2019-10-28,E1,Second Sensor,Soil Volumetric Water Content,28.24841032,%,7.5 cm
2019-10-29,E1,Second Sensor,Soil Volumetric Water Content,25.99900277,%,7.5 cm
2019-10-30,E1,Second Sensor,Soil Volumetric Water Content,24.20678616,%,7.5 cm
2019-10-31,E1,Second Sensor,Soil Volumetric Water Content,26.32920172,%,7.5 cm
2019-11-01,E1,Second Sensor,Soil Volumetric Water Content,28.94591002,%,7.5 cm
2019-11-02,E1,Second Sensor,Soil Volumetric Water Content,25.27702686,%,7.5 cm
2019-11-03,E1,Second Sensor,Soil Volumetric Water Content,24.41576049,%,7.5 cm
2019-11-04,E1,Second Sensor,Soil Volumetric Water Content,24.2777471,%,7.5 cm
2019-11-05,E1,Second Sensor,Soil Volumetric Water Content,26.77702808,%,7.5 cm
2019-11-06,E1,Second Sensor,Soil Volumetric Water Content,27.04712516,%,7.5 cm
2019-11-07,E1,Second Sensor,Soil Volumetric Water Content,26.52327108,%,7.5 cm
2019-11-08,E1,Second Sensor,Soil Volumetric Water Content,25.94067347,%,7.5 cm
2019-11-09,E1,Second Sensor,Soil Volumetric Water Content,24.23391534,%,7.5 cm
2019-11-10,E1,Second Sensor,Soil Volumetric Water Content,24.82445083,%,7.5 cm
2019-11-11,E1,Second Sensor,Soil Volumetric Water Content,23.36516909,%,7.5 cm
2019-11-12,E1,Second Sensor,Soil Volumetric Water Content,22.58470599,%,7.5 cm
2019-11-13,E1,Second Sensor,Soil Volumetric Water Content,23.22785908,%,7.5 cm
2019-11-14,E1,Second Sensor,Soil Volumetric Water Content,23.00547052,%,7.5 cm
2019-11-15,E1,Second Sensor,Soil Volumetric Water Content,23.5741292,%,7.5 cm
2019-11-16,E1,Second Sensor,Soil Volumetric Water Content,23.63841318,%,7.5 cm
2019-11-17,E1,Second Sensor,Soil Volumetric Water Content,22.61320013,%,7.5 cm
2019-11-18,E1,Second Sensor,Soil Volumetric Water Content,21.96676175,%,7.5 cm
2019-11-19,E1,Second Sensor,Soil Volumetric Water Content,23.46975563,%,7.5 cm
2019-11-20,E1,Second Sensor,Soil Volumetric Water Content,25.32596939,%,7.5 cm
2019-11-21,E1,Second Sensor,Soil Volumetric Water Content,25.74707457,%,7.5 cm
2019-11-22,E1,Second Sensor,Soil Volumetric Water Content,29.25543631,%,7.5 cm
2019-11-23,E1,Second Sensor,Soil Volumetric Water Content,25.03588056,%,7.5 cm
2019-11-24,E1,Second Sensor,Soil Volumetric Water Content,20.29165401,%,7.5 cm
2019-11-25,E1,Second Sensor,Soil Volumetric Water Content,23.72685731,%,7.5 cm
2019-11-26,E1,Second Sensor,Soil Volumetric Water Content,28.33606407,%,7.5 cm
2019-11-27,E1,Second Sensor,Soil Volumetric Water Content,27.49462443,%,7.5 cm
2019-11-28,E1,Second Sensor,Soil Volumetric Water Content,29.39659088,%,7.5 cm
2019-11-29,E1,Second Sensor,Soil Volumetric Water Content,26.96668274,%,7.5 cm
2019-11-30,E1,Second Sensor,Soil Volumetric Water Content,24.04968629,%,7.5 cm
2019-12-01,E1,Second Sensor,Soil Volumetric Water Content,19.62531305,%,7.5 cm
2019-12-02,E1,Second Sensor,Soil Volumetric Water Content,17.09862532,%,7.5 cm
2019-12-03,E1,Second Sensor,Soil Volumetric Water Content,14.5815814,%,7.5 cm
2019-12-04,E1,Second Sensor,Soil Volumetric Water Content,11.81124315,%,7.5 cm
2019-12-05,E1,Second Sensor,Soil Volumetric Water Content,13.95765329,%,7.5 cm
2019-12-06,E1,Second Sensor,Soil Volumetric Water Content,14.76778276,%,7.5 cm
2019-12-07,E1,Second Sensor,Soil Volumetric Water Content,13.61066894,%,7.5 cm
2019-12-08,E1,Second Sensor,Soil Volumetric Water Content,12.16302842,%,7.5 cm
2019-12-09,E1,Second Sensor,Soil Volumetric Water Content,13.31919905,%,7.5 cm
2019-12-10,E1,Second Sensor,Soil Volumetric Water Content,28.26432791,%,7.5 cm
2019-12-11,E1,Second Sensor,Soil Volumetric Water Content,21.75067486,%,7.5 cm
2019-12-12,E1,Second Sensor,Soil Volumetric Water Content,11.04297839,%,7.5 cm
2019-12-13,E1,Second Sensor,Soil Volumetric Water Content,9.491224025,%,7.5 cm
2019-12-14,E1,Second Sensor,Soil Volumetric Water Content,14.12022903,%,7.5 cm
2019-12-15,E1,Second Sensor,Soil Volumetric Water Content,27.28208074,%,7.5 cm
2019-12-16,E1,Second Sensor,Soil Volumetric Water Content,22.52671375,%,7.5 cm
2019-12-17,E1,Second Sensor,Soil Volumetric Water Content,16.12804561,%,7.5 cm
2019-12-18,E1,Second Sensor,Soil Volumetric Water Content,15.35115209,%,7.5 cm
2019-12-19,E1,Second Sensor,Soil Volumetric Water Content,12.67647091,%,7.5 cm
2019-12-20,E1,Second Sensor,Soil Volumetric Water Content,10.20674595,%,7.5 cm
2019-12-21,E1,Second Sensor,Soil Volumetric Water Content,9.831776974,%,7.5 cm
2019-12-22,E1,Second Sensor,Soil Volumetric Water Content,10.25335717,%,7.5 cm
2019-12-23,E1,Second Sensor,Soil Volumetric Water Content,11.88199228,%,7.5 cm
2019-12-24,E1,Second Sensor,Soil Volumetric Water Content,11.96960528,%,7.5 cm
2019-12-25,E1,Second Sensor,Soil Volumetric Water Content,10.14871731,%,7.5 cm
2019-12-26,E1,Second Sensor,Soil Volumetric Water Content,9.813110314,%,7.5 cm
2019-12-27,E1,Second Sensor,Soil Volumetric Water Content,11.22684172,%,7.5 cm
2019-12-28,E1,Second Sensor,Soil Volumetric Water Content,13.35886929,%,7.5 cm
2019-12-29,E1,Second Sensor,Soil Volumetric Water Content,12.05642848,%,7.5 cm
2019-12-30,E1,Second Sensor,Soil Volumetric Water Content,10.49188346,%,7.5 cm
2019-12-31,E1,Second Sensor,Soil Volumetric Water Content,10.9024018,%,7.5 cm
2020-01-01,E1,Second Sensor,Soil Volumetric Water Content,11.50333021,%,7.5 cm
2020-01-02,E1,Second Sensor,Soil Volumetric Water Content,11.86825104,%,7.5 cm
2020-01-03,E1,Second Sensor,Soil Volumetric Water Content,12.76973223,%,7.5 cm
2020-01-04,E1,Second Sensor,Soil Volumetric Water Content,13.78302801,%,7.5 cm
2020-01-05,E1,Second Sensor,Soil Volumetric Water Content,14.24002341,%,7.5 cm
2020-01-06,E1,Second Sensor,Soil Volumetric Water Content,12.92019112,%,7.5 cm
2020-01-07,E1,Second Sensor,Soil Volumetric Water Content,11.82715766,%,7.5 cm
2020-01-08,E1,Second Sensor,Soil Volumetric Water Content,12.0202845,%,7.5 cm
2020-01-09,E1,Second Sensor,Soil Volumetric Water Content,11.43249231,%,7.5 cm
2020-01-10,E1,Second Sensor,Soil Volumetric Water Content,11.36156932,%,7.5 cm
2020-01-11,E1,Second Sensor,Soil Volumetric Water Content,13.22664594,%,7.5 cm
2020-01-12,E1,Second Sensor,Soil Volumetric Water Content,13.16883853,%,7.5 cm
2020-01-13,E1,Second Sensor,Soil Volumetric Water Content,11.36725344,%,7.5 cm
2020-01-14,E1,Second Sensor,Soil Volumetric Water Content,11.21480547,%,7.5 cm
2020-01-15,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-16,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-17,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-18,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-19,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-20,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-21,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-22,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-23,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-24,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-25,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-26,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-27,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-28,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-29,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-30,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-01-31,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-01,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-02,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-03,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-04,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-05,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-06,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-07,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-08,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-09,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-10,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-11,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-12,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-13,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-14,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-15,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-16,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-17,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-18,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-19,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-20,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-21,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-22,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-23,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-24,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-25,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-26,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-27,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-28,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-02-29,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-01,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-02,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-03,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-04,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-05,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-06,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-07,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-08,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-09,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-10,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-11,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-12,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-13,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-14,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-15,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-16,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-17,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-18,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-19,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-20,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-21,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-22,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-23,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-24,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-25,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-26,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-27,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-28,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-29,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-30,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-03-31,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-04-01,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-04-02,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-04-03,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-04-04,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-04-05,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-04-06,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
2020-04-07,E1,Second Sensor,Soil Volumetric Water Content,,%,7.5 cm
